NAME,neighbourhood_group,neighbourhood,room_type,price,number_of_reviews,last_review
BUSHWICK LOFT TRANSFORMED INTO BOHEMIAN HIDEAWAY!,Queens,Sunnyside,Private room,78,74,22/06/2019
UNIQUE 2 BEDROOM APT IN THE CENTER OF WILLIAMSBURG,Brooklyn,Bedford-Stuyvesant,Private room,60,9,03/06/2019
1.NICE ROOM NEAR LA GUARDIA AIRPORT NYC,Brooklyn,Crown Heights,Entire home/apt,120,48,22/06/2019
86,Staten Island,West Brighton,Private room,37,25,01/09/2018
COOL&COZY BUSHWICK APARTMENT WITH PRIVATE BACKYARD,Brooklyn,Bushwick,Private room,50,61,23/06/2019
"BRIGHT DEN IN MODERN, NEW CONDO, SLEEPS 2",Manhattan,Upper East Side,Entire home/apt,80,2,16/09/2018
QUITE AND COZY ROOM IN MANATTHAN,Manhattan,Washington Heights,Private room,68,34,09/06/2019
SPLIT LEVEL FRONT WALK-IN APARTMENT,Brooklyn,Williamsburg,Entire home/apt,300,5,12/06/2019
CHARMING 1 BEDROOM FOR FEMALE GUEST,Queens,Howard Beach,Private room,89,5,19/06/2019
BRIGHT 1B ON QUIET WILLIAMSBURG STREET,Queens,Ditmars Steinway,Private room,62,95,26/05/2019
BROOKLYN! CHIC WILLIAMSBURG ROOM + BALCONY +TRAINS,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,50,09/06/2019
HOMEY SANCTUARY IN CLASSIC LIMESTONE GARDEN APT.,Manhattan,West Village,Entire home/apt,300,19,27/06/2019
MODERN RENOVATED 1 BR IN THE HEART OF MANHATTAN,Queens,East Elmhurst,Entire home/apt,118,119,02/07/2019
QUIET MID-CENTURY MODERN APARTMENT,Brooklyn,Greenpoint,Private room,92,48,30/06/2019
COZY BEDROOM MINUTES TO MANHATTAN,Brooklyn,Greenpoint,Entire home/apt,99,114,20/06/2019
ROOM IN HEART OF NYC ART & NIGHTLIFE !,Queens,Little Neck,Private room,45,12,22/06/2019
CRASH SPACE IN BK FOR YOUR NYC ADVENTURE!,Manhattan,Harlem,Entire home/apt,147,64,20/06/2019
BEAUTIFUL BIG ROOM/SAFE&COMFORTABLE/ NEAR LG& JFK,Brooklyn,Crown Heights,Entire home/apt,75,1,24/03/2018
LOWER EAST SIDE HOME,Queens,St. Albans,Entire home/apt,99,54,24/06/2019
COZY QUAINT BROOKLYN APARTMENT,Brooklyn,Bushwick,Entire home/apt,157,70,21/06/2019
"SPACIOUS FLOOR-THROUGH LOFT IN FLATIRON, NYC",Brooklyn,East Flatbush,Private room,80,5,07/05/2018
WASHINGTON SUITE AT INCENTRA VILLAGE HOTEL,Brooklyn,Flatbush,Entire home/apt,250,58,30/06/2019
TABOR ROOM AT INCENTRA VILLAGE HOTEL,Manhattan,Greenwich Village,Entire home/apt,175,25,01/07/2019
LAHORE SUITE AT INCENTRA VILLAGE HOUSE,Bronx,Bronxdale,Private room,45,21,18/03/2019
GLORIOUS BEDSTUY: LARGE ROOM WITH A WORK STATION.,Brooklyn,Williamsburg,Entire home/apt,217,24,16/06/2019
COZY ROOM IN RIDGEWOOD/BUSHWICK! 25 MINS TO NYC,Brooklyn,Crown Heights,Private room,150,2,21/08/2017
ROOM NEARBY TRAIN STATION TO TIMES SQUARE NYC,Manhattan,Upper West Side,Private room,140,13,26/05/2019
¬å§ NEWLY RENOVATED ¬å§ TOP LOCATION ¬å§,Manhattan,Flatiron District,Entire home/apt,600,41,06/06/2019
BROOKLYN ARTISTIC STUDIO APARTMENT!,Queens,Sunnyside,Private room,85,115,23/06/2019
PRIVATE BATH &  ENTRANCE IN HIP GREENPOINT,Manhattan,Harlem,Entire home/apt,150,18,05/07/2019
"DUPLEX APARTMENT NEAR JFK,  LGA, TRAIN & THE CITY",Manhattan,Upper East Side,Private room,120,89,30/06/2019
TIMES SQUARE!!! COZY PRIVATE ROOM  (FOR UP TO 3)!,Manhattan,Financial District,Entire home/apt,200,14,24/02/2019
HIDDEN 2 BEDRM GEM IN SOBRO! MINUTES TO NYC!,Brooklyn,Crown Heights,Private room,50,28,04/07/2019
THE LUXURY SPOT!  BROOKLYN PRIME LOCATION!,Brooklyn,Bensonhurst,Entire home/apt,100,115,29/06/2019
RARE GEM - MODERN LUX STUDIO,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,1,08/04/2019
ROMANTIC TOP FLOOR BROWNSTONE IN CROWN HEIGHTS,Queens,Sunnyside,Private room,45,58,20/06/2019
CITY VIEWS LARGE APARTMENT,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,6,30/12/2018
EXTRA LARGE ROOM CLOSE TO MIDTOWN,Manhattan,Hell's Kitchen,Entire home/apt,300,139,03/07/2019
BROOKLYN SPACIOUS BEDROOM (D) CLOSE TO THE SUBWAYS,Brooklyn,Gowanus,Entire home/apt,225,113,21/06/2019
NYC LIKE HOME !,Brooklyn,Sheepshead Bay,Entire home/apt,78,5,22/06/2019
CELEBRITY CENTRAL PARK TOWNHOUSE DESIGNER'S TOUCH.,Brooklyn,Flatlands,Private room,49,58,29/06/2019
BROOKLYN SMALL BUT COZY BEDROOM C CLOSE TO SUBWAYS,Manhattan,Hell's Kitchen,Entire home/apt,130,4,31/05/2019
MODERN ROOM B INTO HEART OF BROOKLYN CLOSE SUBWAYS,Brooklyn,Flatbush,Entire home/apt,115,4,24/04/2019
"ELEGANT & LUXURIOUS, CLEAN & CHEERFUL ENTIRE HOUSE",Brooklyn,Bedford-Stuyvesant,Private room,45,10,01/07/2019
HOME AWAY FROM HOME LODGING 3 (2 BEDS - 2 GUESTS),Brooklyn,Flatbush,Entire home/apt,99,2,01/01/2018
SHARED ROOM - ALL FEMALE - GREAT ROOMMATES!,Queens,Maspeth,Entire home/apt,105,71,21/05/2019
ENTIRE APARTMENT IN TOWNHOUSE,Queens,Flushing,Entire home/apt,120,104,28/06/2019
FABULOUS & LARGE BEDROOM - EAST WILLIAMSBURG,Brooklyn,Williamsburg,Private room,55,19,31/05/2019
APARTMENT,Brooklyn,Crown Heights,Entire home/apt,110,31,25/04/2019
"POSH COBBLE HILL APARTMENT, 5 MINUTES TO MANHATTAN",Manhattan,Harlem,Private room,60,2,24/04/2019
CHARMING PRIVATE ROOM IN BROWNSTONE APARTMENT,Manhattan,Hell's Kitchen,Entire home/apt,130,4,30/04/2019
NEW! MODERN 1BR APARTMENT IN HEART OF NYC!,Manhattan,Hell's Kitchen,Shared room,115,94,27/06/2019
SPACIOUS STANDALONE ROOM IN THE HEART OF ASTORIA,Queens,Elmhurst,Private room,55,61,31/05/2019
"BEAUTIFUL, SUNNY PRIVATE ROOM IN HARLEM",Brooklyn,Crown Heights,Private room,55,63,03/07/2019
15MIN TO TIMES SQUARE !! CHARMING BEDROOM 03,Brooklyn,Canarsie,Private room,110,1,06/05/2018
COZY BEDROOM 01 IN THE HEART OF ASTORIA- QUEENS,Manhattan,West Village,Entire home/apt,325,47,09/06/2019
"BRIGHT, MODERN DESIGNER'S PAD IN EAST VILLAGE",Brooklyn,Kensington,Private room,66,14,01/06/2019
3 BEDROOM LUXURY APT BY TIMESQUARE & GRAND CENTRAL,Brooklyn,Kensington,Private room,66,29,16/06/2019
"CANADIAN RUSTIC MODERN LOFT, GREENPOINT",Manhattan,East Harlem,Private room,95,35,30/06/2019
BIG AND BEAUTIFUL ROOM IN BIG AND BEAUTIFUL AP.,Manhattan,Lower East Side,Private room,115,179,30/06/2019
KAY'S COZY GETAWAY,Brooklyn,Park Slope,Entire home/apt,200,41,02/06/2019
MODERN 2 BEDROOM WALK IN. 3 MIN FROM SUBWAY !,Queens,Rosedale,Private room,84,89,23/06/2019
"PRIVATE, SUNNY BROOKLYN BEDROOM IN 2 BR APARTMENT",Queens,Rosedale,Private room,62,129,28/06/2019
BEAUTIFUL - ART FILLED - SUN FILLED - LUXURIOUS,Bronx,Longwood,Entire home/apt,155,13,01/05/2019
BEDROOM NEAR TRAIN STATION,Brooklyn,Park Slope,Entire home/apt,400,7,01/01/2019
MODERN & COZY 1 BEDROOM APT IN THE HEART OF NYC,Brooklyn,Bay Ridge,Entire home/apt,90,92,02/07/2019
LOVELY 1 BDRM AT UPPER EAST SIDE PRIME LOCATION,Manhattan,Tribeca,Entire home/apt,1500,2,19/06/2018
COZY AND HIP ROOM IN BROOKLYN CLOSE TO SUBWAY (D),Brooklyn,Crown Heights,Private room,72,92,07/07/2019
BETTER SIDE OF BED-STUY,Manhattan,Murray Hill,Entire home/apt,200,2,24/10/2017
SONDER | THE NASH | VIBRANT STUDIO + ROOFTOP,Manhattan,Lower East Side,Private room,90,14,20/05/2019
SONDER | THE NASH | MODERN STUDIO + ROOFTOP,Manhattan,Greenwich Village,Entire home/apt,615,42,14/06/2019
UNION SQUARE INDUSTRIAL LOFT APARTMENT - 1 BEDROOM,Manhattan,Financial District,Entire home/apt,180,3,24/04/2019
BEAUTIFUL  APT. MINS FROM JFK/ MINS FROM THE CITY!,Queens,St. Albans,Entire home/apt,80,100,27/06/2019
HUGE 1-BEDROOM AVAILABLE FROM APRIL THROUGH JULY,Brooklyn,Greenpoint,Entire home/apt,90,4,27/04/2019
COZY QUIET ROOM IN BASEMENT APT WITH MIRRORS & TV!,Bronx,Riverdale,Shared room,800,1,03/09/2017
SUNNY MODERN LUX PRIVATE HOUSE WITH PARKING,Manhattan,Upper West Side,Entire home/apt,219,30,15/06/2019
SUNNY ARTIST'S LOFT,Manhattan,Harlem,Entire home/apt,150,52,29/06/2019
SPACIOUS APARTMENT NEAR CENTRAL PARK (MANHATTAN),Queens,Richmond Hill,Entire home/apt,65,95,06/07/2019
JFK LUXURY APARTMENT #B,Manhattan,Hell's Kitchen,Private room,110,111,01/07/2019
JFK LUXURY BEDROOM # 2,Manhattan,Upper West Side,Private room,89,10,12/12/2018
JFK LUXURY BEDROOM # 1,Bronx,East Morrisania,Private room,0,55,24/06/2019
COZY BED IN  MUSICIAN HOUSING  (4/20 FRIENDLY),Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,18,06/07/2019
JFK LUXURY BEDROOM # 3,Queens,Corona,Shared room,45,18,30/06/2019
JFK LUXURY BEDROOM # 4,Manhattan,Washington Heights,Private room,55,22,24/06/2019
NEWLY RENOVATED 2 BEDROOM APARTMENT,Manhattan,Harlem,Shared room,65,1,30/12/2018
SPACIOUS 3 BEDROOM APARTMENT IN WILLIAMSBURG,Brooklyn,Columbia St,Private room,63,51,29/06/2019
QUIET PARLOUR FLOOR APARTMENT ON TREE-LINED STREET,Manhattan,Harlem,Private room,70,9,12/11/2017
"AMAZING , CLEAN, COZY IN UPPER EAST SIDE MANHATTAN",Manhattan,East Harlem,Private room,82,163,12/06/2019
"CLEAN PRIVATE ROOM NEAR CENTRAL PARK, NYC",Manhattan,Hell's Kitchen,Entire home/apt,139,121,20/06/2019
NEW APARTMENT NEAR PROSPECT PARK AND MAJOR SUBWAY!,Queens,Ozone Park,Entire home/apt,110,51,06/07/2019
MANHATTAN UPPER-WEST LUXURY HOME FOR 10 PEOPLE,Brooklyn,Williamsburg,Private room,60,3,08/05/2019
1-BEDROOM NEWLY RENOVATED COZY APARTMENT,Manhattan,Harlem,Private room,70,68,23/06/2019
UNION SQ/COZY & QUIET ROOM ! 5MINS TO TIMES SQ,Manhattan,East Harlem,Private room,69,58,23/06/2019
VERY LARGE NEW STUDIO+LARGE SLEEPING LOFT+DOORMAN,Brooklyn,Bedford-Stuyvesant,Shared room,45,7,02/10/2018
"RELAXED HOME, MIDDLE OF LOWER EAST! SIDE!",Manhattan,Harlem,Private room,80,4,08/10/2017
SKYLIGHT SPACIOUS BEDROOM,Queens,Elmhurst,Private room,51,38,01/01/2019
SUPER CUTE 1 BEDROOM APARTMENT CLOSE TO TIMESQUARE,Manhattan,Hell's Kitchen,Entire home/apt,273,13,05/07/2019
SUNNY AND COZY STUDIO 30 MIN FROM MANHATTAN,Manhattan,Midtown,Entire home/apt,212,95,01/07/2019
THE FUN HOME,Brooklyn,Crown Heights,Private room,54,47,23/06/2019
NEWLY RENOVATED 2BR APT IN BROWNSTONE BROOKLYN,Brooklyn,Carroll Gardens,Entire home/apt,170,90,01/07/2019
PEACEFUL AND PRIVATE ROOM IN HEART OF FT GREENE,Brooklyn,Bedford-Stuyvesant,Private room,85,11,01/07/2019
CASTLE NOLITA,Brooklyn,East New York,Shared room,79,9,04/06/2019
MANHATTAN APARTMENT | PERFECT SOHO LOCATION,Bronx,Westchester Square,Entire home/apt,70,67,01/07/2019
LOVELY SPACIOUS APT CLOSE TO MANHATTAN & AIRPORTS,Brooklyn,East New York,Shared room,159,7,06/10/2018
LUXURIOUS NEWLY RENOVATED APARTMENT,Brooklyn,East New York,Private room,119,29,30/06/2019
ELDRIDGE REFINED,Brooklyn,Fort Hamilton,Entire home/apt,120,45,17/06/2019
WONDERFUL 1 BEDROOM APARTMENT (WASHINGTON SQ PARK),Manhattan,Harlem,Entire home/apt,71,24,01/07/2019
"LUXURY HOME, 2700 SQ FT, 20 M TO AIRPORTS/CITY/LI!",Manhattan,Gramercy,Entire home/apt,170,12,01/01/2019
SUITE DONNA DINA - FREE STREET PARKING+WIFI,Brooklyn,Crown Heights,Entire home/apt,70,4,17/11/2018
BED-STUDY DELUXE,Manhattan,Harlem,Private room,50,86,03/07/2019
NEWLY REMODELED PRIVATE ROOM IN SOHO,Manhattan,Kips Bay,Entire home/apt,129,75,13/06/2019
LUXURY LIVING IN BUMPIN BUSHWICK,Manhattan,East Harlem,Entire home/apt,99,6,21/06/2019
"QUIET & ELEGANT, 30 MINS TO MIDTOWN MANHATTAN!",Brooklyn,Williamsburg,Entire home/apt,144,10,06/07/2019
ANNY'S PLACE,Bronx,East Morrisania,Private room,55,60,18/06/2019
PENTHOUSE FULL FLOOR 4 BEDROOM APARTMENT,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,53,31/03/2019
EAST VILLAGE SUPER CUTE 3 BDR / SLEEPS UP TO 8,Brooklyn,Greenpoint,Entire home/apt,125,50,22/06/2019
1718≈èåƒ∏™∆àø,Manhattan,Midtown,Private room,105,142,23/06/2019
1718ƒ∏âƒ∫∫∆àø,Brooklyn,Fort Hamilton,Entire home/apt,85,3,22/01/2019
LUXURY STUDIO APARTMENT NEAR CENTRAL PARK,Manhattan,Upper West Side,Entire home/apt,300,7,29/03/2019
BEAUTIFUL BROOKLYN BROWNSTONE GARDEN APARTMENT,Manhattan,Gramercy,Private room,150,57,20/06/2019
"BRIGHT AND LOVELY FLAT IN WILLIAMSBURG, BROOKLYN",Brooklyn,Borough Park,Private room,75,25,10/06/2019
SONDER | THE NASH | ECLECTIC STUDIO + ROOFTOP,Brooklyn,Williamsburg,Entire home/apt,300,34,23/06/2019
SONDER | THE NASH | CONTEMPORARY STUDIO + ROOFTOP,Manhattan,East Village,Shared room,69,31,24/04/2019
…ùì∆àø,Queens,College Point,Private room,53,2,17/07/2018
GREAT SHARE 25 MIN TO MANHATTAN,Manhattan,Midtown,Entire home/apt,409,87,19/06/2019
PRIVATE 2C ROOM IN 4BR/2BA APT IN HELL'S KITCHEN,Queens,Astoria,Entire home/apt,600,1,26/12/2017
PRIVATE 2D ROOM IN 4BR/2BA APT IN HELL'S KITCHEN,Brooklyn,Crown Heights,Private room,38,112,02/06/2019
NICELY FURNISHED 1.5BR IN LIC FOR LONG TERM STAY,Manhattan,East Village,Entire home/apt,185,17,05/05/2019
SONDER | THE NASH | CENTRAL 1BR + ROOFTOP,Brooklyn,Greenpoint,Entire home/apt,175,3,05/11/2017
THE BIG APPLE PARADISE. 10 MINUTES FROM JFK,Brooklyn,Fort Greene,Private room,75,152,22/06/2019
HARLEM SWEETS 3,Brooklyn,Bedford-Stuyvesant,Private room,50,22,05/06/2019
BED IN FAMILY HOUSE (ONLY WOMEN),Manhattan,Hell's Kitchen,Entire home/apt,250,97,21/06/2019
SONDER | THE NASH | QUAINT 1BR + FITNESS CENTER,Queens,Long Island City,Entire home/apt,295,106,07/07/2019
SONDER | THE NASH | ORIGINAL 1BR + ROOFTOP,Brooklyn,Canarsie,Private room,75,45,03/06/2019
SONDER | THE NASH | TRANQUIL STUDIO + ROOFTOP,Queens,Corona,Shared room,45,16,29/06/2019
VIBRANT BEDROOM IN MIDCENTURY SOHO APT,Manhattan,Upper West Side,Private room,61,1,26/08/2017
13FT CEILINGS > PRIME HISTORIC BROWNSTONE BROOKLYN,Manhattan,Midtown,Entire home/apt,170,102,23/06/2019
VERY NICE AND COZY ROOM RIGHT BY JFK AND LIRR,Manhattan,SoHo,Private room,80,32,26/06/2019
AMAZING APARTMENT CLOSE TO MIDTOWN WITH SKYLIGHT,Queens,Douglaston,Private room,45,12,02/02/2019
MODERN LUXURY PRIVATE ROOM STEPS FROM SUBWAY,Brooklyn,Williamsburg,Entire home/apt,120,122,17/06/2019
TRENDI ARTISTIC DUPLEX WITH BACKYARD SLEEPS 10PPL,Bronx,Claremont Village,Private room,70,42,28/05/2019
BEAUTIFUL 1 BEDROOM APT IN BED-STUY,Brooklyn,Sunset Park,Entire home/apt,72,1,01/09/2017
"CLEAN, SUNNY & MODERN NYC APARTMENT !",Manhattan,Harlem,Private room,85,26,09/06/2019
GORGEOUS LUXURY BROOKLYN 1 BEDROOM APT,Brooklyn,East Flatbush,Private room,80,10,31/05/2019
"COZY, QUIET APT NEAR TIMES SQUARE AND PENN STATION",Brooklyn,Bedford-Stuyvesant,Private room,50,1,17/11/2018
"2ND FLOOR, ROOM# 5 (8'X12')",Brooklyn,Williamsburg,Entire home/apt,255,9,18/05/2019
BROOKLYN ARTIST LOFT,Manhattan,Harlem,Private room,65,3,24/03/2019
BIG PRIVATE ROOM WITH BACKYARD IN HIP BUSHWICK,Manhattan,Midtown,Entire home/apt,672,3,27/07/2018
QUIET SPACE CLOSE TO THE CITY,Bronx,Kingsbridge,Entire home/apt,100,46,03/06/2019
"1ST FLOOR, ROOM # 9 (8' X 12')",Queens,Astoria,Private room,60,4,25/02/2019
"1ST FLOOR, ROOM #7 (9' X 12')",Brooklyn,East Flatbush,Private room,66,6,06/05/2019
"1ST FLOOR, ROOM # 6 (12' X 14')",Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,72,05/07/2019
BEACH SUITE,Queens,Flushing,Entire home/apt,100,7,05/05/2019
SONDER | STOCK EXCHANGE | ORIGINAL 3BR + KITCHEN,Manhattan,Harlem,Private room,90,67,06/07/2019
SONDER | STOCK EXCHANGE | MODERN STUDIO + LAUNDRY,Manhattan,East Village,Private room,144,20,01/01/2019
SONDER | STOCK EXCHANGE | PRISTINE 2BR + SOFA BED,Manhattan,Greenwich Village,Entire home/apt,350,34,26/05/2019
SONDER | STOCK EXCHANGE | UPSCALE 2BR + KITCHEN,Staten Island,St. George,Private room,68,29,20/05/2019
SONDER | STOCK EXCHANGE | COZY STUDIO + KITCHEN,Queens,Astoria,Private room,60,19,05/06/2019
SONDER | STOCK EXCHANGE | PRISTINE 1BR + SOFA BED,Queens,Forest Hills,Entire home/apt,60,97,06/07/2019
SONDER | STOCK EXCHANGE | CENTRAL 2BR + LOUNGE,Brooklyn,East Flatbush,Entire home/apt,110,80,26/05/2019
BIG SUNNNY BEDROOM WITH A GIANT PRIVATE GARDEN,Bronx,Concourse,Entire home/apt,69,98,01/07/2019
"PRIVATE, SUNNY BEDROOM IN WASHINGTON HEIGHTS",Manhattan,Hell's Kitchen,Entire home/apt,200,97,23/06/2019
RUSTIC WILLIAMSBURG LOFT,Queens,Forest Hills,Private room,65,17,01/04/2018
CLASSIC AND COZY BROOKLYN APARTMENT,Manhattan,Hell's Kitchen,Private room,120,112,14/06/2019
AMAZING ONE BEDROOM STEP AWAY FROM TIME SQ/73C,Brooklyn,East New York,Private room,60,22,20/06/2019
GREAT ROOM IN MANHATTAN - CLOSE TO CENTRAL PARK,Brooklyn,Bushwick,Entire home/apt,175,1,04/09/2017
UWS SUNNY COZY ROOM BY C PARK & COLUMBIA UNI**,Brooklyn,Park Slope,Entire home/apt,295,50,11/06/2019
4-BEDROOM HAVEN IN RIDGEWOOD,Manhattan,Hell's Kitchen,Entire home/apt,226,73,01/06/2019
COMFY 3 BEDROOM APARTMENT IN MANHATTAN,Brooklyn,Bushwick,Private room,40,48,04/01/2019
LARGE BEDROOM WITH PRIVATE SUNROOM COLUMBUS CIRCLE,Brooklyn,Bushwick,Shared room,34,2,23/05/2018
"SPACIOUS, MODERN AND SUNNY 1-BD IN FOREST HILLS",Manhattan,Harlem,Private room,125,34,01/07/2019
TIMES SQUARE PRIVATE YARD 4 GUEST APARTMENT,Manhattan,Chelsea,Entire home/apt,245,48,18/06/2019
COZY CHELSEA APARTMENT,Brooklyn,East New York,Entire home/apt,65,53,08/06/2019
BE HAPPY IN NYC EVERYTHING CLOSET TO YOU,Manhattan,Upper West Side,Private room,77,52,30/06/2019
"YOUR BRIGHT, SPACIOUS & CENTRAL WILLIAMSBURG HOME!",Manhattan,Hell's Kitchen,Private room,99,6,21/10/2018
PROSPECT BROWNSTONE PALACE,Queens,Jamaica,Private room,39,15,04/11/2018
BEAUTIFUL LUXURY 4BR/2BA WILLIAMSBURG APARTMENT,Manhattan,Chelsea,Entire home/apt,195,71,24/06/2019
DELIGHTFUL 1BR IN MIDTOWN EAST BY SONDER,Queens,Queens Village,Entire home/apt,99,15,01/05/2019
THE HEART OF BEDSTY,Brooklyn,Williamsburg,Private room,89,50,25/06/2019
HEAVENS' HOME,Manhattan,Nolita,Entire home/apt,265,87,23/06/2019
"NEWEST,SUNNY,ROOM WITH SEPARATE ENTRANCE & BALCONY",Brooklyn,Crown Heights,Entire home/apt,400,19,28/06/2019
"CUTE 1 BED/1 BATH APARTMENT, IN A GREAT LOCATION!",Manhattan,Financial District,Entire home/apt,160,32,30/06/2019
MARGARITA'S ROOM # 2 A UNOS MINUTOS DEL JFK Y LGA,Brooklyn,Crown Heights,Entire home/apt,105,55,29/06/2019
LARGE PRIVATE SUITE IN THE HEART OF MIDTOWN,Manhattan,Flatiron District,Entire home/apt,495,43,09/06/2019
ACCESSIBLE TWO BEDDED SUITE WITH KITCHEN NEAR MSG,Brooklyn,Cypress Hills,Entire home/apt,34,93,30/06/2019
TWO BEDS IN PRIVATE ROOM NEAR TIMES SQUARE AND MSG,Manhattan,Upper East Side,Private room,85,11,20/03/2019
PRIVATE AND SPACIOUS QUEEN ROOM ACROSS FROM MSG,Brooklyn,Bedford-Stuyvesant,Private room,70,57,03/06/2019
ENJOY GREAT VIEWS OF THE CITY IN OUR DELUXE ROOM!,Brooklyn,Bedford-Stuyvesant,Private room,70,45,21/06/2019
GREAT ROOM IN THE HEART OF TIMES SQUARE!,Brooklyn,Bedford-Stuyvesant,Private room,60,60,23/06/2019
NICE ROOM 1 BLOCK AWAY FROM TIMES SQUARE ACTION!,Brooklyn,Brownsville,Entire home/apt,300,11,02/06/2019
ARTFUL UWS ROOM-2 DOUBLE BEDS NEAR CENTRAL PARK,Brooklyn,Fort Greene,Private room,74,3,27/03/2019
UP TO 4 PEOPLE-ONLY STEPS AWAY FROM TIMES SQUARE!!,Manhattan,Midtown,Private room,198,9,25/10/2018
CHARMING ONE BEDROOM WITH ROOFTOP IN BROOKLYN,Bronx,Mount Hope,Entire home/apt,105,23,05/07/2019
VINTAGE 3BR CHELSEA LOFT! BEST LOCATION!,Queens,Astoria,Entire home/apt,250,3,02/01/2018
"AFFORDABLE, SIMPLE, BRIGHT, FURNISHED NYC STUDIO!",Brooklyn,Williamsburg,Private room,150,39,21/06/2019
SIZEABLE PRIVATE ROOM - PRIME NYC LOCATION!,Staten Island,Concord,Private room,32,45,21/04/2019
NEWLY DESIGNED / FURNISHED ROOM - PRIME LOCATION!,Manhattan,East Village,Entire home/apt,260,24,01/07/2019
GORGEOUS BUSHWICK TOWNHOME,Queens,Jamaica,Private room,80,19,23/06/2019
"IN THE HEART OF HUNTERS POINT, LONG ISLAND CITY",Manhattan,East Village,Private room,95,26,28/04/2019
HARLEM HIDEAWAY,Brooklyn,East Flatbush,Private room,35,3,26/05/2018
HEART OF NYC! 4BR INCREDIBLE LOCATION!,Brooklyn,Bedford-Stuyvesant,Private room,45,4,28/07/2018
CLEAN AND MODERN HARLEM 1 BEDROOM,Manhattan,Harlem,Private room,50,20,07/01/2019
GREAT ROOM GREAT VIEW /10MIN TO HEART OF NYC,Manhattan,East Harlem,Entire home/apt,325,15,14/05/2019
ICONIC RENOVATED TENEMENT APARTMENT!,Brooklyn,Williamsburg,Entire home/apt,139,115,15/06/2019
GORGEOUS DUMBO 2-BEDROOM W/ INCREDIBLE VIEWS,Manhattan,Morningside Heights,Private room,55,3,25/01/2019
PARKSIDE CHATEAU,Brooklyn,Fort Greene,Entire home/apt,275,62,07/07/2019
COZY AND MODERN BEDSTUY ROOM,Brooklyn,Prospect Heights,Entire home/apt,105,61,23/06/2019
COZY BEDROOM IN SOUTH HARLEM¬ÄôS RESTAURANT ROW,Queens,Whitestone,Entire home/apt,250,6,08/03/2018
"QUIET, COZY, OASSIS",Brooklyn,East Flatbush,Private room,75,11,22/05/2019
STYLISH & COZY ROOM SAME STREET AS THE SUBWAY,Bronx,Fordham,Entire home/apt,100,2,01/07/2019
HUGE DUPLEX FLOOR FOR SHARE WITH 1 GIRL,Bronx,Wakefield,Private room,50,130,28/06/2019
ONE BEDROOM UNIT IN LOWER EAST SIDE.,Manhattan,Murray Hill,Entire home/apt,130,1,01/11/2017
SONDER | THE NASH | WARM STUDIO + GRILLING AREA,Manhattan,Murray Hill,Entire home/apt,150,4,25/01/2019
SONDER | THE NASH | COZY STUDIO + GRILLING AREA,Manhattan,Lower East Side,Entire home/apt,300,33,10/06/2019
SONDER | THE NASH | CHIC STUDIO + ROOFTOP,Brooklyn,Brownsville,Private room,49,6,11/06/2019
BEAUTIFUL AND CLEAN  STUDIO APARTMEN IN ASTORIA,Brooklyn,Crown Heights,Entire home/apt,245,8,28/04/2019
AMAZING  APT  STEPS AWAY FROM NYU AND UNION SQUARE,Manhattan,Upper West Side,Entire home/apt,275,21,20/06/2019
SUNNY BEDROOM IN WILLIAMSBURG,Manhattan,East Harlem,Entire home/apt,120,61,18/06/2019
SLEEP & THE CITY (WOMEN SHARED APARTMENT),Brooklyn,Williamsburg,Entire home/apt,150,8,02/06/2019
CLOSE TO FLUSHING MAIN STREET AND MANHATTAN! (3D),Manhattan,Financial District,Entire home/apt,250,22,30/06/2019
NICE PRIVATE ROOM IN MANHATTAN,Manhattan,Upper West Side,Entire home/apt,200,3,15/04/2018
"GENEROUS, LIGHT-FILLED ROOM IN BROOKLYN TOWNHOUSE",Brooklyn,Bushwick,Private room,85,3,04/01/2018
APARTMENT 2,Brooklyn,Greenpoint,Entire home/apt,120,9,26/05/2019
ENJOY THE FLAVOR OF SPANISH HARLEM'S RICH CULTURE.,Manhattan,Hell's Kitchen,Entire home/apt,115,5,15/02/2019
WORLDCLASS CASA - PRIVATE ROOM - 5 MIN TO JFK,Brooklyn,East Flatbush,Private room,47,21,13/05/2019
LUXURY APT 3 BEDROOMS MIDTOWN VIEWS >GYM>TERRACE,Manhattan,Lower East Side,Entire home/apt,150,28,17/06/2019
PERFECT APARTMENT FOR THE NYC EXPERIENCE,Brooklyn,Crown Heights,Private room,65,81,27/06/2019
BEAUTIFUL ROOM AND PRIVATE BATH - GREAT PRICE!,Manhattan,Hell's Kitchen,Private room,140,116,22/06/2019
COZY SOFA-BED 2 IN APARTMENT!  NEAR TO MANHATTAN !,Brooklyn,East Flatbush,Private room,47,27,22/06/2019
IMMERSIVE CHELSEA'S ART HOUSE! GREAT LOCATION!!,Queens,South Ozone Park,Entire home/apt,62,53,25/06/2019
BEAUTIFUL & CLEAN 2B/2B NEAR TIMES SQUARE,Manhattan,Midtown,Private room,252,3,20/10/2018
